loss,val_loss,learning rate
0.4217225909233093,0.3217008113861084,0.0003
0.19004954397678375,0.13371774554252625,0.0003
0.12337459623813629,0.09397716820240021,0.0003
0.07750727981328964,0.0836985856294632,0.0003
0.09718839079141617,0.07899141311645508,0.0003
0.06937409192323685,0.06102551147341728,0.0003
0.05379097908735275,0.04939023405313492,0.0003
0.04958710819482803,0.05377165228128433,0.0003
0.09898742288351059,0.15013882517814636,0.0003
0.08008702099323273,0.08618295192718506,0.0003
0.06507711857557297,0.05883226543664932,0.0003
0.08116152137517929,0.06954172998666763,0.0003
0.050645556300878525,0.059700191020965576,0.0003
0.04902033880352974,0.05553414672613144,0.0003
0.056098200380802155,0.05167511850595474,0.0003
0.04098620265722275,0.04906114935874939,0.0003
0.04165118932723999,0.043972425162792206,0.0003
0.03984532132744789,0.04319485276937485,0.0003
0.03675215318799019,0.044708821922540665,0.0003
0.03684953600168228,0.04009218513965607,0.0003
0.060095373541116714,0.04963173717260361,0.0003
0.038530196994543076,0.044404756277799606,0.0003
0.032292552292346954,0.0407957024872303,0.0003
0.034769799560308456,0.04299791529774666,0.0003
0.03989744558930397,0.039857130497694016,0.0003
0.03388066217303276,0.03700116276741028,0.0003
0.036899589002132416,0.0457196906208992,0.0003
0.03037363663315773,0.04429541900753975,0.0003
0.029075291007757187,0.049858689308166504,0.0003
0.030576270073652267,0.04275737330317497,0.0003
0.034001827239990234,0.04089602082967758,0.0003
0.029649430885910988,0.03494953364133835,0.0003
0.027587465941905975,0.048186760395765305,0.0003
0.02718154340982437,0.041136421263217926,0.0003
0.04446631669998169,0.047855276614427567,0.0003
0.0313907265663147,0.039619363844394684,0.0003
0.03935719281435013,0.03835709020495415,0.0003
0.03133882209658623,0.03403658792376518,0.0003
0.03034769371151924,0.04446394369006157,0.0003
0.029093388468027115,0.032429516315460205,0.0003
0.026087628677487373,0.08623798936605453,0.0003
0.02787611074745655,0.03405333310365677,0.0003
0.025163449347019196,0.052740275859832764,0.0003
0.0316903330385685,0.036012761294841766,0.0003
0.02900637872517109,0.040099065750837326,0.0003
0.026689935475587845,0.04604216665029526,0.0003
0.03277566283941269,0.03112037107348442,0.0003
0.029879743233323097,0.03662953898310661,0.0003
0.02513272501528263,0.026232754811644554,0.0003
0.02258763462305069,0.03403177112340927,0.0003
