loss,val_loss,learning rate
1.295201301574707,0.6000645756721497,0.001
0.6029792428016663,0.5440566539764404,0.001
0.5712010860443115,0.49768272042274475,0.001
0.5541001558303833,0.5243210196495056,0.001
0.4731282591819763,0.42944082617759705,0.001
0.5444791913032532,0.4470168650150299,0.001
0.5318232774734497,0.6493935585021973,0.001
0.5333625674247742,0.38638532161712646,0.001
0.5146166682243347,0.4575428068637848,0.001
0.4659320116043091,0.34033092856407166,0.001
0.5191760063171387,0.3957652747631073,0.001
0.46808427572250366,0.4367337226867676,0.001
0.4741598665714264,0.36431121826171875,0.001
0.44596731662750244,0.557656466960907,0.001
0.442524790763855,0.32061779499053955,0.001
0.459835410118103,0.4289798438549042,0.001
0.4664727747440338,0.34929680824279785,0.001
0.4408586919307709,0.37085434794425964,0.001
0.42967545986175537,0.2631687819957733,0.001
0.45363935828208923,0.51513671875,0.001
0.42228934168815613,0.3166579604148865,0.001
0.5364235043525696,0.484323650598526,0.001
0.4941551387310028,0.46692195534706116,0.001
0.4669400751590729,0.45474281907081604,0.001
0.43807899951934814,0.41747716069221497,0.001
0.48219215869903564,0.36038652062416077,0.001
0.42979446053504944,0.3688775599002838,0.001
0.4348360300064087,0.3973511755466461,0.001
0.41530555486679077,0.377317875623703,0.001
0.4212988317012787,0.6161677837371826,0.001
0.4491412341594696,0.39550188183784485,0.001
0.3823002874851227,0.33609142899513245,0.001
0.38427987694740295,0.33078426122665405,0.001
0.415547251701355,0.29390954971313477,0.001
0.36800992488861084,0.2844200134277344,0.001
0.37891528010368347,0.26574066281318665,0.001
0.40815842151641846,0.36002209782600403,0.001
0.37767696380615234,0.29893752932548523,0.001
0.37000325322151184,0.3246523141860962,0.001
0.34513431787490845,0.33658909797668457,0.0005
0.35983556509017944,0.31492915749549866,0.0005
0.3261139392852783,0.29634883999824524,0.0005
0.34480541944503784,0.2889085114002228,0.0005
0.33937597274780273,0.21881641447544098,0.0005
0.33459070324897766,0.38348713517189026,0.0005
0.32840827107429504,0.33449652791023254,0.0005
0.30086416006088257,0.2670440077781677,0.0005
0.34896886348724365,0.33691588044166565,0.0005
0.3423042595386505,0.3208942115306854,0.0005
0.3044421076774597,0.22767449915409088,0.0005
0.3254345953464508,0.38418594002723694,0.0005
0.3027424216270447,0.3204912841320038,0.0005
0.29432255029678345,0.3552376925945282,0.0005
0.3359372317790985,0.30641815066337585,0.0005
0.2863346040248871,0.3044866621494293,0.0005
0.33319616317749023,0.2925529181957245,0.0005
0.2834864854812622,0.3350449502468109,0.0005
0.3071475923061371,0.25341010093688965,0.0005
0.279775470495224,0.29608866572380066,0.0005
0.30856069922447205,0.38713809847831726,0.0005
0.31400465965270996,0.29098042845726013,0.0005
0.33971676230430603,0.2847273051738739,0.0005
0.30981123447418213,0.26437440514564514,0.0005
0.26956480741500854,0.25889381766319275,0.0005
0.2686874568462372,0.27213630080223083,0.00025
0.2914833128452301,0.2677527368068695,0.00025
0.27728575468063354,0.22668789327144623,0.00025
0.28307709097862244,0.25873443484306335,0.00025
0.27812689542770386,0.24857313930988312,0.00025
0.28817105293273926,0.25811994075775146,0.00025
0.308788925409317,0.25505077838897705,0.00025
0.27121973037719727,0.2398206740617752,0.00025
0.2562548816204071,0.26678821444511414,0.00025
0.26478227972984314,0.2875041961669922,0.00025
0.269692599773407,0.2415725141763687,0.00025
0.2875221371650696,0.28662505745887756,0.00025
0.26563775539398193,0.30398595333099365,0.00025
0.28222060203552246,0.2649754583835602,0.00025
0.2550780475139618,0.28519752621650696,0.00025
0.28851911425590515,0.22992514073848724,0.00025
0.3096332252025604,0.29909101128578186,0.00025
0.28417670726776123,0.262060284614563,0.00025
0.2615337669849396,0.2572568953037262,0.00025
0.27629420161247253,0.2739943265914917,0.00025
0.24853341281414032,0.20210178196430206,0.000125
0.24370315670967102,0.2142566442489624,0.000125
0.27543753385543823,0.2682172358036041,0.000125
0.2328473925590515,0.22661323845386505,0.000125
0.25180235505104065,0.29117318987846375,0.000125
0.2714827358722687,0.174372598528862,0.000125
0.2683727741241455,0.2826696038246155,0.000125
0.3131166696548462,0.32229113578796387,0.000125
0.2542097866535187,0.22358794510364532,0.000125
0.2765358090400696,0.26972198486328125,0.000125
0.27918073534965515,0.28741416335105896,0.000125
0.22887319326400757,0.22696419060230255,0.000125
0.28768566250801086,0.22765322029590607,0.000125
0.22902682423591614,0.2854670584201813,0.000125
0.26068729162216187,0.2503141164779663,0.000125
0.2434927374124527,0.26528042554855347,0.000125
