Name, Area, Mean, Minimum, Maximum, SDev
IR_Case_011.png, 589824, 109.4576, 0, 255, 28.9931
IR_Case_017.png, 589824, 107.1524, 0, 255, 35.4868
IR_Case_019.png, 589824, 137.0058, 0, 255, 41.523
IR_Case_020.png, 589824, 92.3047, 0, 255, 22.8101
IR_Case_021.png, 589824, 130.2162, 25, 255, 34.7671
IR_Case_022.png, 589824, 109.4576, 0, 255, 28.9931
IR_Case_023.png, 589824, 112.9474, 0, 255, 26.8604
IR_Case_026.png, 589824, 90.5929, 0, 255, 26.2791
IR_Case_034.png, 589824, 130.0641, 24, 255, 34.1175
IR_Case_035.png, 589824, 91.5586, 0, 255, 24.7827
IR_Case_036.png, 589824, 134.1695, 26, 255, 31.8699
IR_Case_038.png, 589824, 132.5959, 0, 255, 35.7217
IR_Case_040.png, 589824, 86.6785, 9, 255, 35.5827
IR_Case_041.png, 589824, 97.3602, 13, 255, 27.7395
IR_Case_043.png, 589824, 96.6095, 16, 255, 25.6793
IR_Case_044.png, 589824, 83.8524, 8, 255, 39.2446
IR_Case_049.png, 589824, 81.7236, 0, 255, 22.344
IR_Case_051.png, 589824, 106.6206, 3, 255, 41.1276
IR_Case_052.png, 589824, 87.9635, 22, 255, 22.0953
IR_Case_053.png, 589824, 112.2197, 4, 255, 47.555
IR_Case_055.png, 589824, 126.8555, 0, 255, 30.5087
