Name, Area, Mean, Minimum, Maximum, SDev
IR_Case_011.png, 589824, 25.1337, 0, 255, 69.3335
IR_Case_017.png, 589824, 19.0107, 0, 255, 62.5314
IR_Case_019.png, 589824, 21.0971, 0, 255, 63.594
IR_Case_020.png, 589824, 21.3008, 0, 255, 64.5646
IR_Case_021.png, 589824, 17.8103, 0, 255, 59.0014
IR_Case_022.png, 589824, 28.247, 0, 255, 72.9171
IR_Case_023.png, 589824, 19.2596, 0, 255, 61.2386
IR_Case_026.png, 589824, 23.6888, 0, 255, 67.0027
IR_Case_034.png, 589824, 23.0271, 0, 255, 65.7919
IR_Case_035.png, 589824, 25.1645, 0, 255, 70.7476
IR_Case_036.png, 589824, 18.8743, 0, 255, 61.3444
IR_Case_038.png, 589824, 28.8844, 0, 255, 72.9933
IR_Case_040.png, 589824, 22.3907, 0, 255, 66.5382
IR_Case_041.png, 589824, 28.0812, 0, 255, 73.5217
IR_Case_043.png, 589824, 22.7806, 0, 255, 67.6464
IR_Case_044.png, 589824, 33.0823, 0, 255, 80.5663
IR_Case_049.png, 589824, 29.3696, 0, 255, 75.1162
IR_Case_051.png, 589824, 28.6879, 0, 255, 74.5802
IR_Case_052.png, 589824, 30.0764, 0, 255, 76.7949
IR_Case_053.png, 589824, 26.323, 0, 255, 71.1621
IR_Case_055.png, 589824, 31.7861, 0, 255, 78.0038
